"id";"lavNumber";"name";"district";"status";"latitude";"longitude";"confidence";"source";"method";"officialName";"note"
"2-421-10-uetzer-spring";"2-421-10";"Uetzer Spring";"Stendal";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"2-421-11-elbe-km-372-4-km-378-linksseitig";"2-421-11";"Elbe km 372, 4 – km 378 linksseitig";"Stendal";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"2-422-01-fichtenwiehl-bei-fischbeck";"2-422-01";"Fichtenwiehl bei Fischbeck";"Stendal";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"2-422-02-altes-kiesloch-bei-tangermunde";"2-422-02";"Altes Kiesloch bei Tangermünde";"Stendal";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"2-422-03-neues-kiesloch-bei-tangermunde";"2-422-03";"Neues Kiesloch bei Tangermünde";"Stendal";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"2-422-04-hartsteinwerke-bei-tangermunde";"2-422-04";"Hartsteinwerke bei Tangermünde";"Stendal";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"2-422-10-tankstellenloch-bei-fischbeck";"2-422-10";"Tankstellenloch bei Fischbeck";"Stendal";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"2-422-11-junkerwiehl-bei-fischbeck";"2-422-11";"Junkerwiehl bei Fischbeck";"Stendal";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"2-422-12-elbe-km-386-392-beidseitig-km-391-392";"2-422-12";"Elbe km 386-392 beidseitig, km 391-392";"Stendal";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"2-422-13-bolsdorfer-tanger";"2-422-13";"Bölsdorfer Tanger";"Stendal";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"2-422-14-hafenbecken-tangermunde";"2-422-14";"Hafenbecken Tangermünde";"Stendal";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"2-423-01-baggerloch-buch";"2-423-01";"Baggerloch Buch";"Stendal";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"2-423-02-bucher-kl-lanke";"2-423-02";"Bucher kl. Lanke";"Stendal";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"2-423-03-bucher-lanke";"2-423-03";"Bucher Lanke";"Stendal";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"2-423-04-trollsee-bei-bolsdorf";"2-423-04";"Trollsee bei Bölsdorf";"Stendal";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"2-424-01-groer-gluming-in-grieben";"2-424-01";"Großer Glüming in Grieben";"Stendal";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"2-424-02-kleiner-gluming-in-grieben";"2-424-02";"Kleiner Glüming in Grieben";"Stendal";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"2-424-03-griebener-see";"2-424-03";"Griebener See";"Stendal";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"2-426-01-jaeneckes-teiche-bei-stendal";"2-426-01";"Jaeneckes Teiche bei Stendal";"Stendal";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-01-sieben-insel-teich-in-flechtingen";"3-200-01";"Sieben-Insel-Teich in Flechtingen";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-02-holzmuhlenteich-in-flechtingen";"3-200-02";"Holzmühlenteich in Flechtingen";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-03-muhlenteich-flechtingen";"3-200-03";"Mühlenteich Flechtingen";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-04-schloteich-in-flechtingen";"3-200-04";"Schloßteich in Flechtingen";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-05-dorfteich-in-nordgermersleben";"3-200-05";"Dorfteich in Nordgermersleben";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-06-muhlenteich-flechtingen";"3-200-06";"Mühlenteich Flechtingen";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-08-muhlenteich-bodendorf-bei-suplingen";"3-200-08";"Mühlenteich Bodendorf bei Süplingen";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-09-nachtwiese-bei-bebertal";"3-200-09";"Nachtwiese bei Bebertal";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-10-haidteich-bei-bebertal";"3-200-10";"Haidteich bei Bebertal";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-11-steinbruche-nordhusen";"3-200-11";"Steinbrüche Nordhusen";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-12-ehemalige-schweineweide-bei";"3-200-12";"Ehemalige Schweineweide bei";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-13-hofteich-bodendorf";"3-200-13";"Hofteich Bodendorf";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-16-neuer-teich-in-bebertal";"3-200-16";"Neuer Teich in Bebertal";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-17-konigsee-bei-bebertal";"3-200-17";"Königsee bei Bebertal";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-19-1-teich-des-doppelstaubeckens-am";"3-200-19";"1. Teich des Doppelstaubeckens am";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-22-nonnenspringteich-haldensleben";"3-200-22";"Nonnenspringteich Haldensleben";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-23-gutsteich-kleinsantersleben";"3-200-23";"Gutsteich Kleinsantersleben";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-24-gutsteich-brumby-2-teile";"3-200-24";"Gutsteich Brumby (2 Teile)";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-25-horsinger-spitze-bei-horsingen";"3-200-25";"Hörsinger Spitze bei Hörsingen";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-26-schaferteich-bei-horsingen";"3-200-26";"Schäferteich bei Hörsingen";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-27-tongrube-bei-ivenrode";"3-200-27";"Tongrube bei Ivenrode";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-28-heckenrosensteinbruch-polkenbruch";"3-200-28";"Heckenrosensteinbruch (Polkenbruch)";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-30-wiemeckenbruch-bei-belsdorf";"3-200-30";"Wiemeckenbruch bei Belsdorf";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-31-speicher-an-der-speetze-bei-everingen-a-h-k-s-1-00";"3-200-31";"Speicher an der Speetze bei Everingen A, H, K, S 1,00";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-32-wegenstedter-teich-bei-calvorde";"3-200-32";"Wegenstedter Teich bei Calvörde";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-33-mittelllandkanal-bereich";"3-200-33";"Mittelllandkanal Bereich";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-34-ohre-von-straenbrucke-calvorde";"3-200-34";"Ohre von Straßenbrücke Calvörde";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-35-3-teiche-rosenhagen-bei-erxleben";"3-200-35";"3 Teiche Rosenhagen bei Erxleben";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-37-schafbade-bei-erxleben";"3-200-37";"Schafbade bei Erxleben";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-39-torner-see-bei-bulstringen";"3-200-39";"Törner See bei Bülstringen";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-40-silbersee-bei-calvorde";"3-200-40";"Silbersee bei Calvörde";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-41-schweineweide-kathendorf";"3-200-41";"Schweineweide Kathendorf";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-42-aller-von-bab-2-bis-landesgrenze";"3-200-42";"Aller von BAB 2 bis Landesgrenze";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-43-scholecke-vom-ablauf-schaferteich";"3-200-43";"Schölecke vom Ablauf Schäferteich";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-44-speetze-vom-ablauf-schloteich";"3-200-44";"Speetze vom Ablauf Schloßteich";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-45-beber-von-einmundung-der-rie";"3-200-45";"Beber von Einmündung der Rie";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-46-wanneweh-von-einmundung-des";"3-200-46";"Wanneweh von Einmündung des";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-47-markgrafenteich-bei-bebertal";"3-200-47";"Markgrafenteich bei Bebertal";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-48-papenteich-bei-emden";"3-200-48";"Papenteich bei Emden";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-49-teich-am-siekweg-in-rottmersleben";"3-200-49";"Teich am Siekweg in Rottmersleben";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-50-speicher-an-der-krummbeck";"3-200-50";"Speicher an der Krummbeck";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-52-regenruckhaltebecken-in-hermsdorf";"3-200-52";"Regenrückhaltebecken in Hermsdorf";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-53-speicher-am-butterberg";"3-200-53";"Speicher am Butterberg";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-56-waldsteinbruch-hundisburg";"3-200-56";"Waldsteinbruch Hundisburg";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-58-teich-in-ratzlingen";"3-200-58";"Teich in Rätzlingen";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-59-koppelteiche-hundisburg";"3-200-59";"Koppelteiche Hundisburg";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-61-gartenteich-ratzlingen";"3-200-61";"Gartenteich Rätzlingen";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-62-rohrteichwiese-altenhausen";"3-200-62";"Rohrteichwiese Altenhausen";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-63-teich-in-ivenrode";"3-200-63";"Teich in Ivenrode";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-64-oberteich-in-uhrsleben";"3-200-64";"Oberteich in Uhrsleben";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-65-teich-hasselburg";"3-200-65";"Teich Hasselburg";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-66-stapelteiche-flechtingen";"3-200-66";"Stapelteiche Flechtingen";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-200-67-schwanenteich-hundisburg";"3-200-67";"Schwanenteich Hundisburg";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-201-01-speicher-am-generalsberg";"3-201-01";"Speicher am Generalsberg";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-261-01-mittellandkanal-bereich-oebisfelde";"3-261-01";"Mittellandkanal Bereich Oebisfelde";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-261-02-aller-westlich-von-everingen";"3-261-02";"Aller westlich von Everingen";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-261-03-dorfteich-in-breitenrode";"3-261-03";"Dorfteich in Breitenrode";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-261-04-muhlaller-mit-regenauffangbecken";"3-261-04";"Mühlaller mit Regenauffangbecken";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-261-05-landgraben-bei-oebisfelde";"3-261-05";"Landgraben bei Oebisfelde";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-261-06-schillingsteich-in-niendorf";"3-261-06";"Schillingsteich in Niendorf";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-261-07-regenwasserbecken-hinter-der";"3-261-07";"Regenwasserbecken hinter der";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-261-08-badekuhle-in-wassensdorf";"3-261-08";"Badekuhle in Wassensdorf";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-282-01-tagebau-wolmirstedt-flur-31";"3-282-01";"Tagebau Wolmirstedt (Flur 31)";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-410-01-kiesschacht-in-kroppenstedt";"3-410-01";"Kiesschacht in Kroppenstedt";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-421-01-forellenteich-mahlwinkel";"3-421-01";"Forellenteich Mahlwinkel";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-430-01-dorfteiche-in-ampfurth";"3-430-01";"Dorfteiche in Ampfurth";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-430-02-priesterteich-in-eggenstedt";"3-430-02";"Priesterteich in Eggenstedt";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-430-03-muhlenteich-in-schermcke";"3-430-03";"Mühlenteich in Schermcke";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-430-04-bauernteich-in-schermke";"3-430-04";"Bauernteich in Schermke";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-430-07-gewasser-bei-kleinwanzleben";"3-430-07";"Gewässer bei Kleinwanzleben";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-430-08-bode-von-einmundung-des-muhl";"3-430-08";"Bode von Einmündung des Mühl-";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-430-09-fabrikenteich-in-seehausen";"3-430-09";"Fabrikenteich in Seehausen";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-430-13-uber-der-olbe-baggergelande";"3-430-13";"Über der Olbe-Baggergelände";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-430-14-seehauser-seewiesen";"3-430-14";"Seehäuser Seewiesen";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-430-15-dorfteich-ovelgunne";"3-430-15";"Dorfteich Ovelgünne";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-430-16-runder-teich-in-siegersleben";"3-430-16";"Runder Teich in Siegersleben";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-430-17-parkteich-meyendorf";"3-430-17";"Parkteich Meyendorf";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-430-18-das-grundlos-bei-heynburg";"3-430-18";"Das Grundlos bei Heynburg";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-430-20-beregnungsspeicherbecken";"3-430-20";"Beregnungsspeicherbecken";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
"3-430-21-teich-im-park-peseckendorf";"3-430-21";"Teich im Park Peseckendorf";"Börde";"unmapped";"";"";"0";"none";"none";"";"Noch keine belastbare automatische Kartenposition vorhanden."
